"dist.to.bar","gender","has.rstan","hours.slept","num.tears"
1.89315178523812,"0","1",4.97628969218188,51
1.19961123837269,"1","1",3.48161656113617,26
1.40938080125211,"1","1",5.29898971288588,32
2.08172232845966,"0","1",6.85499008855962,39
0.018218924305385,"1","1",2.94309678581293,13
0.635502375519071,"0","1",5.28899113881465,30
2.47393132339834,"1","1",4.35296768868266,47
0.799386019751668,"0","0",5.87317491256359,49
0.891824062990284,"1","1",4.83548639669527,28
3.38903619124461,"0","1",5.32469256177616,45
1.74994677979971,"0","0",5.21624316354049,40
0.7837871807838,"1","1",4.78051972022229,29
1.78788846203532,"1","1",4.41343483152029,42
0.84457473250152,"1","1",6.22675341560875,33
0.310986574594029,"0","1",4.45609455806801,24
2.07883097991489,"1","1",5.92145432207713,35
2.02046021092664,"0","1",4.58921484564186,36
1.17651214748379,"0","1",4.80921893445297,34
0.117875393770182,"0","0",4.39761405556576,21
2.35759850172642,"1","0",6.39509389157525,54
0.621104310787719,"1","1",5.47142837192892,33
0.225849424478809,"0","0",5.70054315582428,25
0.708080490358213,"1","1",4.62578706141023,25
1.16776946387606,"0","1",5.30331588764726,34
0.285474259438883,"0","1",4.34151005713975,31
2.0040479622475,"0","1",1.46457964669168,23
1.08123696165408,"0","1",5.17956840802233,47
0.584400547823705,"0","1",3.95931006239103,22
1.15233144957881,"1","1",4.57919191658641,25
0.506768738427847,"0","1",5.5850301108238,34
1.01020315885154,"0","1",4.95682369060219,39
0.63313926242173,"0","1",4.99478880871002,35
1.32863103273747,"1","1",5.07975675823389,39
1.53502794454798,"1","1",4.65292591871945,40
0.943234599995554,"1","1",4.88845603681819,24
1.0191516519979,"1","1",4.99453127755593,25
0.386557565174463,"1","1",4.90753737552372,24
0.535757214106474,"0","1",4.28568319039572,24
0.367287360358358,"1","1",5.67725087680901,38
0.579393389956674,"0","1",6.40480534217844,33
2.40615643284396,"0","1",3.78013935480778,25
0.720011137911482,"1","1",4.33148196957779,30
1.64339822985816,"1","1",6.64367485472136,54
0.646126996733651,"0","1",6.5392198863525,30
0.733813771624223,"0","0",6.09361581325265,46
1.20600602302523,"0","1",6.49460657356192,37
1.70062835034848,"1","1",6.39962745727573,46
0.234961282102843,"0","1",5.26403415768629,26
1.88559231647203,"0","1",5.03410429297693,43
0.797979018796944,"1","1",4.84034843457242,35
1.21874937542512,"1","0",4.99250164124052,41
1.5720402436723,"1","1",5.62978402357359,55
1.54638322467788,"1","1",5.52977600516101,44
0.197639947529968,"1","1",6.18905229970139,32
0.522425743039753,"1","1",6.14584156946498,37
1.10076881249658,"0","1",5.20035060056682,36
0.450334800715792,"0","0",3.8961213012221,20
0.901537576535549,"0","0",4.59309133118592,39
1.56057841383973,"1","0",4.93540224566477,30
