"y" "x" "geno"
9.35522471698501 1.22448979591837 10
13.4937393344682 5.91836734693878 7
7.52357576221914 2.44897959183673 6
13.7281649918727 5.10204081632653 3
26.7037460867405 5.91836734693878 2
4.87851115566539 3.06122448979592 9
18.8118975103869 1.22448979591837 4
9.54587496809477 6.73469387755102 9
16.2231836099872 3.6734693877551 7
4.46579107371904 3.06122448979592 9
25.9724038334425 7.75510204081633 2
15.8340637100181 0.204081632653061 8
11.2658197496168 2.6530612244898 7
21.485183467005 8.16326530612245 3
25.316990779589 6.53061224489796 4
30.5229161101352 9.59183673469388 4
19.2120153835782 2.44897959183673 4
15.8633602968357 9.38775510204082 9
8.77525616658499 1.63265306122449 3
8.32533525514592 3.87755102040816 10
8.12201086398591 3.46938775510204 10
26.4855260514266 6.3265306122449 2
26.4449046525587 6.3265306122449 8
25.54764071091 7.55102040816327 1
7.06944609980497 1.22448979591837 3
19.3275198278203 7.75510204081633 7
27.2930171427968 6.73469387755102 8
21.25260126735 4.28571428571429 8
24.3608427265454 6.3265306122449 2
25.2977510814556 9.38775510204082 4
20.4884829152784 6.3265306122449 3
28.0795755280865 7.3469387755102 8
17.4352397674891 8.77551020408163 5
82.4477691540412 3.46938775510204 9
16.3261196662631 5.30612244897959 4
1.48655958468265 0 9
1.73290810160906 2.24489795918367 9
12.4900542780106 7.95918367346939 1
25.0810228059946 3.46938775510204 3
4.57292902699837 3.46938775510204 10
6.02251074610165 3.26530612244898 6
6.42508163734478 4.89795918367347 9
10.5825486759561 1.42857142857143 3
15.8466561501972 5.30612244897959 5
10.7712426324616 5.91836734693878 6
23.6229911812011 5.10204081632653 4
23.7740645203394 5.91836734693878 2
7.57081771371976 4.28571428571429 4
18.4763819646497 5.91836734693878 2
0 0.612244897959184 10
9.74389386520724 2.6530612244898 5
0 2.24489795918367 10
13.8225928300455 7.14285714285714 6
28.7326817186709 9.18367346938776 8
8.0416728640941 5.10204081632653 10
17.0963464928305 5.71428571428571 6
15.7923089937066 9.18367346938776 1
22.5323102963906 10 3
6.02160008803109 7.3469387755102 9
3.47354105560337 2.04081632653061 3
12.4572781860317 7.75510204081633 6
6.24559192396315 2.6530612244898 10
2.97237548442963 0.612244897959184 9
18.6181661977508 1.63265306122449 2
5.19630486903338 3.87755102040816 10
4.11804011812422 3.06122448979592 9
7.11552572623409 8.97959183673469 9
19.4615180162822 3.6734693877551 2
22.9149311788225 2.44897959183673 2
15.7936353638176 10 10
16.4196550116447 0.816326530612245 2
9.65714454468886 3.06122448979592 3
13.5044551432165 6.93877551020408 1
28.1512289035302 7.3469387755102 2
11.9688578962117 6.3265306122449 6
18.2509166711936 8.57142857142857 6
19.4467029098143 8.36734693877551 5
22.9502120699033 7.3469387755102 4
22.4898604238961 6.3265306122449 7
2.13913385919199 1.83673469387755 6
9.35945307698163 0.612244897959184 5
24.2646142599731 4.89795918367347 2
12.4497036076961 7.14285714285714 9
6.49229220114431 0 5
