"genotype" "age" "exposure" "y" "mu" "counts"
2 12.5666508740202 4.92708666935764 0.499860099077169 1.85905214764357 0
2 43.5841897084339 0.253240480087698 2.36232678674918 7.98039653515286 9
1 32.5135283509409 0.461146191228181 1.64104795725465 27.0299795457729 28
2 17.8107171353469 7.49624389181745 0.590786263979515 3.13866440254803 2
1 33.0877386693715 7.5637114695729 1.90651064912101 16.1840493056306 13
1 23.8515996131191 3.88845088405019 1.3221950101243 1.6596885266513 3
2 24.5485393346866 1.62420304083253 1.31914676401216 4.35444202223532 2
1 12.4356118689723 27.3459922600735 1.5333136687844 2.3734537154098 3
2 9.93766866407283 2.00726661132649 0.563065659115209 1.39342306778521 0
1 26.4237815545576 2.028143836651 1.38879387228291 1.95529140444025 0
2 41.1990819552488 0.44713034061715 2.23014540838796 2.64523751597558 1
2 6.61367610438777 0.0857306671620944 0.524968427408582 7.75598733894644 13
1 40.4817506935306 3.34821235155687 2.13569461306176 3.91251234851194 2
2 38.8732073599416 1.1430335544863 2.06745813103133 13.1001641445266 12
2 5.39995816170955 27.5063052106847 -1.36375577262683 0.183454092169219 0
2 17.2207871186771 2.97643962267372 0.862610047755608 1.36205903810029 3
1 8.58869355126924 0.629725654163541 0.450425532702247 0.711247518837261 0
2 56.2039469540687 3.01503218244761 2.80919520220693 59.9911033200802 69
1 12.6099267783323 0.882776689250022 0.65992222855828 1.330677582983 1
1 17.4258985209068 4.65324846875337 1.02640320833712 3.62763958296438 1
2 17.2577815155539 1.82255536317825 0.941385384899144 2.20412395425952 2
2 19.8016145055679 2.48256989521906 1.02457606559712 1.47377923275031 4
1 45.4337350242712 2.02521992171637 2.33919408193744 9.52633053041428 7
1 35.3908767346546 3.04853393696249 1.87116163463148 28.2907467027088 30
2 24.8521684036663 1.64853137917817 1.3327063282381 1.22170830470012 2
2 22.3987037114823 0.902828285470605 1.25974663320941 4.39578825292542 3
1 10.7869695709519 1.28578354646991 0.582207930096591 0.541821438796741 0
1 9.45002228117561 1.25037399595271 0.514180247257204 1.1213322218886 1
1 37.7701323132068 0.663236377295107 1.91061449490351 0.688950287429741 0
1 54.9925887106523 0.0857996862648127 2.75248942507478 0.731126975613679 0
2 24.3908902392635 7.59545222877438 0.913181030044883 7.12025021080685 10
2 86.0220059650492 6.11204243709749 4.09363080244596 55.2225506409258 65
2 51.5567794126759 3.33255085395649 2.55566891370336 101.767649641822 108
1 15.4830795845169 5.54264215265817 0.958908717647786 3.59544031226726 4
1 57.0983765519121 1.08717021066695 2.89115783461784 18.9564206941638 24
1 8.39222851046782 4.46130153318009 0.568321476629394 4.33200470523472 4
2 9.03612938202972 7.68914890433562 0.139196542145778 7.69112637632979 9
1 42.6691091115044 3.26742391800508 2.24236958617539 5.05154974693151 7
1 32.1377086704697 3.62541871123253 1.7277327238979 2.42691744521478 2
1 26.4653414488067 2.62035295832902 1.4106121710513 19.0176988863115 18
1 12.1854275234957 2.37002818845212 0.688272315789858 1.78152345626082 2
2 66.4709450452822 9.36299352864635 2.89934768368769 10.4847089728897 9
2 22.0322804318587 1.44441901706159 1.2053194204555 4.89071504727717 5
2 78.1155689396133 9.59289181935501 3.46625232569033 61.7331160703422 76
1 15.2273324687599 0.764058933127671 0.78683525454225 0.415817740643344 0
2 8.2561443041593 1.9657242577523 0.481758931357812 0.156941688950829 0
2 19.687991025795 9.20747387180936 0.570567959835792 3.81833624413332 7
2 2.58203828536991 0.0373067467218709 0.326614797820371 0.357711346419236 1
1 17.0767445489667 0.0994162886695118 0.857151103737321 3.86729367537803 1
1 32.8797481980899 7.3507610983671 1.88901277985007 7.20830879910118 3
2 26.0210057773896 3.09180471758807 1.29492997436361 2.19885664353549 3
2 11.3663790532155 1.43698756117374 0.672519781915859 0.398035225404429 1
2 67.5886134689236 0.389590582956078 3.55345796791577 145.932167434964 133
2 42.5734750275874 8.29368004533363 1.77576174835713 18.0849105734333 19
2 84.9869607130883 11.3926654023336 3.68983700883217 76.7840549017002 69
1 24.1527524480203 3.19925873307511 1.31427958017019 1.9371460605286 0
2 32.1268014713998 0.811794188339263 1.75222046101404 4.98901022973449 2
2 26.0216384083902 6.19103597456074 1.08834618878213 1.53131753429949 0
2 4.59895716326161 14.9431318781319 -0.566260933712378 0.0507974338214221 0
2 37.3615634581221 3.03529344499111 1.86572527657337 9.71395260170357 6
1 72.8693752963849 10.935701233636 4.00799213927378 57.8317026047299 59
2 13.9346364673838 0.00651977346550299 0.896297171804822 2.14020021279639 2
1 25.0606083429745 12.9820768994497 1.68576631379705 1.11686609162928 0
2 49.0879717736382 0.417443383485079 2.62656902978291 21.2287326372424 31
1 13.5113269351549 5.56029459906227 0.860909500059822 3.60196428873867 1
1 18.3759142724537 0.387414041469046 0.931709515004987 0.515931674750681 1
2 20.590826387066 3.42504163971171 1.00120521003919 15.2524161633276 20
2 28.4830653553323 0.843047263511324 1.56795011686586 2.7958071156913 1
1 21.2321500683422 7.17095361975084 1.30063929074214 12.9517073413662 21
2 26.3689142785491 3.00983525114134 1.31779003051803 2.07196084410904 2
2 37.1062076580732 4.34664463027668 1.76553407421855 9.22462117228418 8
2 9.86938191517582 0.756232386478528 0.643053603326889 2.0659210509373 0
1 43.7909458696726 0.959115105276199 2.22151779699284 2.66115474271654 3
2 28.3893383365476 4.57603747644395 1.31439775173112 8.73080315630769 10
2 17.7521028351592 1.23279238818213 1.00541898254582 11.5008440056581 11
2 24.84787303192 6.18573636261231 1.03001122742184 4.75069376747365 6
1 55.0173584019067 2.25085751852021 2.82589650404601 24.9227439036731 23
1 14.6237088172336 7.85925772213459 0.993160698266168 4.01478134734017 2
1 33.6882449164071 2.00029757572338 1.7510888316778 2.88402250465883 2
2 82.1123442593449 11.8185571295427 3.51771340433106 39.3757850792435 36
2 21.621586105463 3.67531023070439 1.03605862322619 1.28709838755777 2
1 30.593922212538 3.86516292092806 1.65853487465784 5.6859818260509 6
2 45.4497253931038 2.99132998334244 2.27306427076569 19.5191889094359 7
1 24.3332991160816 10.9558928239292 1.58186138326839 28.8837023450893 26
2 25.547815714094 0.553295970894396 1.44050438764508 7.71870631034183 12
1 28.3082745399583 4.49896156301206 1.56537911243165 1.16447298355785 1
1 10.1764662233239 2.75095862154222 0.60052193188427 2.57970078961259 0
2 20.7468732011061 19.9938655168492 -0.0955807077346404 4.14894841874025 5
2 21.0350196579599 0.646246415562928 1.20866788852713 1.34685917773046 3
2 15.8940180133196 1.95672484306369 0.864252577795065 1.42368890730448 2
2 19.7464782239172 1.85596833471209 1.06359268888172 4.33879543986966 2
1 12.8321233088056 5.12647446988524 0.812488647769788 0.530572986407983 2
1 35.2122663853149 4.54653469358987 1.91216447571874 7.36174691576742 5
1 59.5595754049377 2.78305344516411 3.07074721841902 20.6825100437497 20
1 37.6800962390435 6.58946779069907 2.10365373830881 4.87868122593997 2
1 36.9722772231261 13.6657606897162 2.30413921748018 5.23837673012443 9
1 24.0699399641952 12.4600768176125 1.61883289213018 4.97577630826023 3
2 18.6585810203878 6.74540871267623 0.683235136840973 2.45631805094628 2
1 4.67662062235124 0.349879947025329 0.245493696018406 1.40395985497936 2
1 61.7873120381142 6.71876797431564 3.3133245343829 41.4410402440955 40
2 41.4319632194955 1.41858636168763 2.17702573686226 5.62692181751557 7
1 4.83046484956178 0.200589829370728 0.24820957012378 37.4819821356339 30
2 39.172207649603 13.232014690827 1.27647606975835 1.95235767019732 2
1 10.8145825741581 0.663861031496858 0.5628578297578 3.757823160893 2
2 22.2925704142745 0.99011447513476 1.24862088903808 1.59039917199548 0
1 25.8383835515162 2.29495777981356 1.36841777023626 0.963238070692924 1
2 37.8468891375797 0.162656408271989 2.08150069632752 10.075296708275 9
1 54.4579110620587 1.61249513272196 2.77664539086034 17.8221467154645 17
2 40.2936756003606 1.26997543726328 2.13001875086715 12.9284328086256 9
1 28.0254469202266 0.774722651947669 1.42709643440958 2.91960055673409 1
2 30.2310151472746 8.22329041506064 1.16333139635969 1.42499841651764 2
2 20.6687554540514 10.0517841331185 0.563318830494671 1.62080474372544 3
1 45.9879655641788 6.17501942419863 2.50523225901556 22.3949855620689 14
1 14.6507140138807 0.00884947824491253 0.732830683302201 6.3792912992775 9
2 19.2843716189891 2.82384749734774 0.975962081126272 5.64992703026165 6
1 39.065891870097 2.0927235041745 2.023052043644 1.20433110502592 0
1 33.1541426533483 8.33140223245037 1.93542054041576 15.2862750975144 15
2 27.6884989534679 0.755163244903088 1.53408073134652 0.921380755258107 0
1 43.4275149300741 4.02441924882537 2.30552305479788 6.75667327130107 8
1 61.5620189499605 0.096513768658042 3.08131807311996 19.6041746832935 20
2 31.470987609306 1.93765309173614 1.64437250768289 0.680878955176155 2
2 59.033818640664 5.76734876075608 2.76720101464946 15.3685716530195 15
2 15.060569120095 3.53351165985173 0.717461012014635 2.13061898750851 2
1 19.5608615681554 1.39512663008645 1.02454729941065 1.23603258058954 0
2 13.3619773093235 0.187952594097928 0.855568692526313 1.81016978901568 2
1 5.51122578207819 7.49036664101196 0.525240177137641 3.76059924182916 4
1 44.9434834290293 4.93684943278736 2.41173581921105 25.7000021049965 23
1 9.99454296158344 3.82809597512192 0.627330347249902 1.58225803810702 2
2 22.4528970323912 3.58829438141896 1.08342522619163 6.02346214088511 6
2 55.3775060132686 0.758704755590317 2.91829498362407 7.53111450692311 8
2 20.6107565606138 6.37807962929315 0.805332519411146 5.15427152198703 1
1 38.7695899976469 10.1884022444011 2.27809290802905 10.1432052965341 6
2 17.2351074026685 0.595576635096222 1.02205026112701 1.13271563652095 0
2 74.5669709598501 9.60223998832417 3.28819921543756 27.0260961186589 27
1 37.1142315842699 2.87728867959231 1.95162120186657 11.6398882640064 14
2 50.2350068816779 2.85413661273196 2.52147456990176 8.84444145613327 4
2 30.1406715792206 6.98626792947662 1.24128238366259 6.35960164626101 9
2 46.6653348543141 1.13507353933528 2.45759517342668 8.88942838486924 9
2 24.8136067005003 0.772134917788208 1.38920467383913 5.01174588411724 5
2 40.8113497689976 12.0159000990199 1.43950748184855 8.49641057022162 8
1 14.288999306468 2.79602283844724 0.807650726604974 1.93425383623016 2
2 10.0599447283383 3.86363233074085 0.445421747700857 0.283093269517691 0
1 77.7621207235933 2.1339440275915 3.95923750376605 29.3181547944876 27
1 27.444485155542 0.875532201025635 1.40140866447795 4.94853127366818 2
2 46.9230165382642 0.442482501203448 2.51665199349965 23.0814165863198 19
1 32.9692273121727 4.29211338225702 1.79153181168387 0.969142308213901 1
1 32.019346225946 3.25723663670942 1.70954186585428 1.26699377266342 2
1 16.6754376251648 10.6024804919183 1.18718789765552 2.51390496250785 0
1 14.9844290850186 1.21577073121443 0.789747145291413 4.86799917004891 7
1 15.2793065619469 0.837840408757584 0.791893341722599 6.19532969336735 6
2 24.7226688310959 3.95528997739261 1.17244744306195 1.42411458196665 5
